,Year,Month,Day,FilePath,Location
128,2020,2,1,/media/FPIBAK/AOimager_2020-present/2020_Archive/feb_2020/200201/Browse/Images/ao200201sk_213.jpg,Arecibo Observatory
129,2020,2,1,/media/FPIBAK/AOimager_2020-present/2020_Archive/feb_2020/200201/Browse/Images/ao200201sk_214.jpg,Arecibo Observatory
130,2020,2,1,/media/FPIBAK/AOimager_2020-present/2020_Archive/feb_2020/200201/Browse/Images/ao200201sk_215.jpg,Arecibo Observatory
131,2020,2,1,/media/FPIBAK/AOimager_2020-present/2020_Archive/feb_2020/200201/Browse/Images/ao200201sk_216.jpg,Arecibo Observatory
132,2020,2,1,/media/FPIBAK/AOimager_2020-present/2020_Archive/feb_2020/200201/Browse/Images/ao200201sk_217.jpg,Arecibo Observatory
133,2020,2,1,/media/FPIBAK/AOimager_2020-present/2020_Archive/feb_2020/200201/Browse/Images/ao200201sk_218.jpg,Arecibo Observatory
134,2020,2,1,/media/FPIBAK/AOimager_2020-present/2020_Archive/feb_2020/200201/Browse/Images/ao200201sk_219.jpg,Arecibo Observatory
135,2020,2,1,/media/FPIBAK/AOimager_2020-present/2020_Archive/feb_2020/200201/Browse/Images/ao200201sk_22.jpg,Arecibo Observatory
136,2020,2,1,/media/FPIBAK/AOimager_2020-present/2020_Archive/feb_2020/200201/Browse/Images/ao200201sk_220.jpg,Arecibo Observatory
137,2020,2,1,/media/FPIBAK/AOimager_2020-present/2020_Archive/feb_2020/200201/Browse/Images/ao200201sk_221.jpg,Arecibo Observatory
138,2020,2,1,/media/FPIBAK/AOimager_2020-present/2020_Archive/feb_2020/200201/Browse/Images/ao200201sk_222.jpg,Arecibo Observatory
139,2020,2,1,/media/FPIBAK/AOimager_2020-present/2020_Archive/feb_2020/200201/Browse/Images/ao200201sk_223.jpg,Arecibo Observatory
140,2020,2,1,/media/FPIBAK/AOimager_2020-present/2020_Archive/feb_2020/200201/Browse/Images/ao200201sk_224.jpg,Arecibo Observatory
141,2020,2,1,/media/FPIBAK/AOimager_2020-present/2020_Archive/feb_2020/200201/Browse/Images/ao200201sk_225.jpg,Arecibo Observatory
142,2020,2,1,/media/FPIBAK/AOimager_2020-present/2020_Archive/feb_2020/200201/Browse/Images/ao200201sk_226.jpg,Arecibo Observatory
